TweetID,replyToTweet,fromUser,toUser,mentions,text,createdAt,latitude,longitude,Ran,Tan
2.53468E+17,,492879600,,,West Chester PA Wed Oct 3rd AM Forecast: TODAY Chance Of T-Storm Hi 81 TONIGHT Chance Of T-Storm Lo 65,Wed Oct 03 12:12:55 +0000 2012,39.9842,-75.6084,N,Neutral
2.39376E+17,,31494769,,,Sheltering from the thunderstorm with a pot of organic tea &amp; brownie ;) (@ Le Pain Quotidien w/ 2 others) [pic]: http://t.co/VXTAOpZm,Sat Aug 25 14:58:08 +0000 2012,51.511835,-0.122411,P,Positive
2.62982E+17,,57941060,73521313,,@RNVcontigo: Nueva York se convierte en una ‘ciudad fantasma�?debido al huracán Sandy http://t.co/pdTWO7UO,Mon Oct 29 18:18:04 +0000 2012,38.99337728,-77.41976118,P,Positive
2.66228E+17,,609980897,,,Things have been quiet all week at the Port Authority.  Now they're releasing us early due to this new storm.  Will it never end?,Wed Nov 07 17:18:11 +0000 2012,40.7370216,-73.9889867,NG,Negative
2.61501E+17,,28484391,,,So what will #Sandy do to us in #Broomecounty?,Thu Oct 25 16:14:28 +0000 2012,42.12894336,-75.91200557,N,Neutral
2.62736E+17,,72988754,,,Operation Cold Hurricane Bird is in effect. #sandy @ Chateau de Fayette http://t.co/OyulJymm,Mon Oct 29 02:02:13 +0000 2012,38.81026145,-77.05068965,N,Neutral
2.63674E+17,,61559383,,,"#Storm is gone, Back to #Work. #skatelife #skateboarding #passion #canon #EOS #thehundreds @ JMP's Recidence http://t.co/tNXASTzx",Wed Oct 31 16:08:42 +0000 2012,40.80383301,-73.91533661,N,Positive
2.79942E+17,2.79801E+17,15425824,585379530,,"@GrnEydPisces after Sandy, it was the first they'd seen it ever. They freaked out!",Sat Dec 15 13:31:21 +0000 2012,40.05469632,-74.58717775,N,Neutral
2.30743E+17,,278305990,14331688,,@ClaytonMorris parents' flight to Philly delayed because of storms in Philly  none outside and dark sky say's it's clear. dark sky &gt; FAA??,Wed Aug 01 19:12:28 +0000 2012,40.02613164,-75.22215351,NG,Neutral
2.61935E+17,,332283141,,,I cant wait for this storm gives me something to do while every1 is home hiding,Fri Oct 26 21:01:04 +0000 2012,40.60556717,-73.98346579,P,Positive
2.62755E+17,,21162954,,,"I'm at Frankenstorm Apocalypse - Hurricane Sandy (New York, NY) w/ 3923 others http://t.co/1BMMKEvc",Mon Oct 29 03:19:21 +0000 2012,40.75037809,-73.98124695,N,Neutral
2.30409E+17,,494332961,,,Piscataway NJ Tue Jul 31st PM Forecast: TONIGHT Chance Of T-Storm Lo 69 WEDNESDAY Chance Of T-Storm Hi 81,Tue Jul 31 21:07:28 +0000 2012,40.5465,-74.4629,N,Neutral
2.64536E+17,,76228105,,,"Just left Steve, the manager from the Nantucket, a voice mail wondering how the hotel is after Sandy. I hope all is well there.",Sat Nov 03 01:13:46 +0000 2012,40.70889268,-73.5104233,P,Positive
2.70564E+17,,32755693,,,I had a dream I fell from high up and broke both my legs and one arm and then a massive hurricane flooded everywhere and I was screwed.,Mon Nov 19 16:25:42 +0000 2012,40.4360048,-79.9541523,P,Neutral
2.63137E+17,,282282886,,,#HelpStatenIsland #sandy #sober #balls #Amen #deuces,Tue Oct 30 04:35:18 +0000 2012,40.6611523,-74.08210349,N,Negative
2.63149E+17,,11075872,,,#rollingrock #gnomes #cardgames #asshole #votivecandles #putyourlightersup #sandy #hurrican @ House Of T &amp; A http://t.co/Ga9SioKu,Tue Oct 30 05:24:03 +0000 2012,40.70477381,-73.94186034,N,Neutral
2.62906E+17,,20871350,,,I'm at Hurricane Sandy 2012 Frankenstorm w/ @realestatemyway http://t.co/NkM2t5vO,Mon Oct 29 13:18:34 +0000 2012,37.517796,-77.389496,N,Neutral
2.62995E+17,,350332843,61322812,,@News12NewJersey  #sandyn12nj.  http://t.co/Je5qvdCR,Mon Oct 29 19:09:19 +0000 2012,40.76365833,-74.17579317,N,Neutral
2.63198E+17,,87303838,,,“@casinclair: Kudos to the NYU nurses who evac'd babies down 9 flights of stairs. without power. in the dark. #sandy�?@HiMyNameIsSeton,Tue Oct 30 08:36:10 +0000 2012,42.13178749,-72.62519904,P,Positive
2.63296E+17,,313600570,,,"But Fuck It, I Survived To Hurricanes!! #SurvivalLife",Tue Oct 30 15:05:29 +0000 2012,39.57400608,-75.46135235,P,Positive
2.48808E+17,2.48782E+17,436303460,341086607,,@StormyMinajjj is that a threat?,Thu Sep 20 15:36:48 +0000 2012,40.43970851,-79.98775118,NG,Negative
2.62265E+17,,770367648,,,Hurricanes commin tonight and I still gota be at work throught fucc it,Sat Oct 27 18:51:54 +0000 2012,42.09447221,-72.51300241,NG,Negative
2.61918E+17,2.61916E+17,562341485,354494235,,@NavySEALPTTest Storm Force Fitness,Fri Oct 26 19:51:07 +0000 2012,39.4710945,-76.6232433,N,Neutral
